Filename,17500x_o.tif,17500x_b.tif,9700x_k.tif,9700x_h.tif,7400x_j.tif,7400x_i.tif,7400x_a.tif
C797,66.616,60.160,127.840,234.237,121.418,180.110,120.398
C798,66.414,59.585,126.705,236.663,120.118,180.184,119.800
C799,66.211,59.010,125.571,239.088,118.818,180.258,119.202
C800,66.009,58.434,124.436,241.514,117.519,180.332,118.604
C801,65.904,57.859,123.302,238.894,116.219,180.406,118.006
C802,66.522,57.283,122.168,234.601,114.919,180.479,117.407
C803,67.140,56.708,121.033,230.308,113.619,180.553,116.809
C804,67.758,56.133,119.899,226.015,112.320,180.627,116.211
C805,68.376,55.557,118.764,221.722,111.020,180.701,115.613
C806,68.995,54.982,117.630,217.429,109.720,180.774,115.015
C807,69.613,54.657,116.495,213.136,108.421,180.848,114.417
C808,70.231,54.413,115.361,208.843,107.121,180.922,113.819
C809,70.849,54.170,114.226,204.550,105.821,180.996,113.220
C810,71.467,53.926,113.092,200.257,104.521,181.070,112.622
C811,72.086,53.683,111.958,195.964,103.222,181.143,112.024
C812,72.704,53.439,110.823,191.671,101.922,181.217,111.426
C813,73.322,53.196,109.689,187.379,100.622,181.291,110.828
C814,73.940,52.952,108.833,183.086,99.323,181.282,110.230
C815,74.558,52.709,109.992,178.793,98.023,181.211,109.631
C816,75.177,52.465,111.151,174.500,96.723,181.140,109.033
C817,75.795,52.222,112.309,170.207,95.424,181.070,108.944
C818,76.413,51.978,113.468,165.914,94.124,180.999,109.281
C819,77.031,51.735,114.627,161.621,92.824,180.928,109.618
C820,77.649,51.491,115.786,157.328,91.524,180.858,109.955
C821,78.268,51.248,116.944,153.035,90.225,180.787,110.293
C822,78.886,51.004,118.103,148.742,91.140,180.716,110.630
C823,79.504,50.761,119.262,144.449,92.208,180.646,110.967
C824,80.122,50.517,120.421,140.156,93.275,180.575,111.304
C825,80.740,50.274,121.580,137.821,94.343,180.504,111.641
C826,81.359,50.030,121.335,138.539,95.410,180.434,111.979
C827,81.977,49.787,120.259,139.257,96.478,180.363,112.316
C828,82.595,49.543,119.182,139.975,97.546,180.292,112.653
C829,83.213,49.300,118.105,140.694,98.613,180.221,112.990
C830,83.831,49.056,117.029,141.412,99.681,180.151,113.328
C831,84.450,48.813,115.952,142.130,100.748,180.080,113.665
C832,85.068,48.569,114.876,142.754,101.816,180.009,114.002
C833,85.686,48.326,113.799,142.510,102.884,179.939,114.339
C834,86.304,48.082,112.722,142.266,103.951,179.868,114.676
C835,86.922,47.839,111.646,142.022,105.019,179.797,115.014
C836,87.541,47.595,110.569,141.778,106.086,179.727,115.351
C837,88.159,47.352,109.492,141.534,107.154,179.656,115.688
C838,88.777,47.108,108.416,141.290,108.222,179.585,116.025
C839,89.395,46.865,107.339,141.046,109.289,179.515,116.363
C840,90.013,46.621,106.262,140.802,110.357,179.444,116.700
C841,90.632,46.378,105.186,140.558,111.424,179.373,116.473
C842,91.250,46.134,104.109,140.314,112.492,179.302,115.488
C843,91.868,45.891,103.033,140.070,113.560,179.232,114.503
C844,92.486,45.647,101.956,139.826,114.627,179.161,113.519
C845,93.104,45.404,100.879,139.582,115.695,179.090,112.534
C846,93.723,45.160,99.803,139.338,116.762,179.020,111.549
C847,94.341,44.917,98.726,138.982,117.830,178.949,110.564
C848,94.959,44.673,97.649,138.144,118.898,178.878,109.580
C849,95.577,44.430,96.573,137.306,119.965,178.808,108.595
C850,96.195,44.186,95.496,136.468,121.033,178.737,107.610
C851,96.814,43.943,94.419,135.630,122.100,178.666,106.625
C852,97.432,43.699,95.812,134.792,123.168,178.596,106.200
C853,98.050,43.456,99.172,133.954,124.236,178.525,106.088
C854,98.668,43.212,102.532,133.116,125.303,178.454,105.976
C855,99.286,42.969,105.892,132.278,126.371,178.383,105.864
C856,99.905,42.725,109.252,131.440,127.438,178.313,105.751
C857,100.523,42.482,112.612,130.602,128.506,178.242,105.639
C858,101.141,42.238,115.972,129.764,129.574,178.171,105.527
C859,101.759,41.995,117.083,128.925,130.641,178.101,105.415
C860,102.378,41.751,117.181,128.087,131.632,178.030,105.302
C861,102.996,41.508,117.279,127.249,132.313,177.959,105.190
C862,103.614,41.264,117.377,126.411,132.995,177.889,105.078
C863,104.232,41.021,117.475,125.573,133.676,177.818,104.965
C864,104.850,40.777,117.573,124.735,134.357,177.747,104.853
C865,105.469,40.534,117.671,123.897,135.039,177.676,104.741
C866,106.087,40.290,117.769,123.059,135.720,177.606,104.629
C867,106.705,40.047,117.867,122.221,136.402,177.535,104.516
C868,107.323,39.803,117.965,121.383,137.083,177.464,104.404
C869,107.941,39.560,118.063,120.545,137.764,177.394,104.292
C870,108.560,39.316,118.161,119.707,138.446,177.323,104.180
C871,109.178,39.073,118.259,118.869,139.127,177.252,104.067
C872,109.796,38.829,118.357,118.031,139.809,177.182,103.955
C873,110.414,38.586,118.398,115.961,140.490,177.111,103.843
C874,111.032,38.342,118.007,116.137,141.171,177.040,103.730
C875,111.651,38.099,117.616,0.000,141.853,176.970,103.618
C876,112.269,37.855,117.225,0.000,142.534,176.899,103.506
C877,112.887,37.612,116.834,0.000,143.215,176.828,103.394
C878,113.505,37.368,116.443,0.000,143.897,176.757,103.281
C879,114.123,37.125,116.052,0.000,144.578,176.687,103.169
C880,114.742,36.881,115.661,0.000,145.260,176.616,103.057
C881,115.360,36.638,115.270,0.000,145.941,176.545,102.945
C882,115.978,36.394,114.879,0.000,146.622,176.475,102.832
C883,116.596,36.151,114.488,0.000,147.304,176.404,102.720
C884,117.214,35.907,114.097,0.000,147.985,176.333,102.608
C885,117.833,35.664,113.706,0.000,148.667,176.263,102.495
C886,118.584,35.420,113.315,0.000,149.348,176.192,102.383
C887,119.589,35.177,112.924,0.000,150.029,176.121,102.271
C888,120.595,34.933,112.533,0.000,150.711,176.051,102.159
C889,121.601,34.690,112.143,0.000,151.392,175.980,102.046
C890,122.607,34.446,111.752,0.000,152.073,175.909,101.934
C891,123.612,34.203,111.361,0.000,152.755,175.838,101.822
C892,124.618,33.959,110.970,0.000,153.436,175.768,101.710
C893,124.517,33.716,110.579,0.000,154.118,175.697,101.597
C894,124.250,33.475,110.188,0.000,154.799,175.626,101.485
C895,123.982,33.252,109.797,0.000,155.480,175.556,101.373
C896,123.714,33.030,109.406,0.000,156.162,175.485,101.260
C897,123.447,32.807,109.015,0.000,156.843,175.414,101.148
C898,123.179,32.584,108.624,0.000,157.525,175.344,101.036
C899,122.911,32.362,108.233,0.000,158.206,175.273,100.924
C900,122.644,32.139,107.842,0.000,158.887,175.386,100.811
C901,122.376,31.916,107.451,0.000,159.569,175.551,100.699
C902,122.108,31.694,107.060,0.000,160.250,175.716,101.915
C903,121.841,31.471,106.669,0.000,160.932,175.881,103.866
C904,121.573,31.248,106.278,0.000,161.613,176.046,105.818
C905,121.305,31.026,105.887,0.000,161.668,176.211,107.769
C906,121.038,30.803,105.496,0.000,159.725,176.376,109.720
C907,120.770,30.580,105.105,0.000,157.782,176.541,111.672
C908,120.502,30.358,104.714,0.000,155.839,176.706,111.320
C909,120.235,30.135,104.323,0.000,153.896,176.871,110.877
C910,119.967,29.912,103.932,0.000,151.952,177.036,110.434
C911,119.699,29.690,103.541,0.000,150.009,177.201,109.991
C912,119.432,29.467,103.150,0.000,148.066,177.366,109.549
C913,119.164,29.244,102.759,0.000,146.123,177.531,109.106
C914,118.896,29.022,102.368,0.000,144.180,177.696,108.663
C915,118.629,28.799,101.977,0.000,142.237,177.861,108.220
C916,118.361,28.576,101.587,0.000,140.294,178.026,107.778
C917,118.093,28.354,101.196,0.000,138.351,178.191,107.335
C918,117.826,28.131,100.805,0.000,136.407,178.357,106.892
C919,117.558,27.908,100.414,0.000,134.464,178.522,106.450
C920,117.290,27.686,100.023,0.000,132.521,178.687,106.007
C921,117.023,29.350,99.632,0.000,130.578,178.852,105.564
C922,116.755,31.516,99.241,0.000,128.635,179.017,105.121
C923,116.487,33.683,98.850,0.000,126.692,179.182,104.679
C924,116.220,35.849,98.459,0.000,124.749,179.347,104.236
C925,115.952,38.016,98.068,0.000,122.806,179.512,103.793
C926,115.684,40.183,97.677,0.000,120.862,179.677,103.351
C927,115.417,42.349,97.286,0.000,118.919,179.720,102.908
C928,115.149,44.516,96.895,0.000,116.976,179.563,102.465
C929,114.881,46.682,96.504,0.000,115.033,179.406,102.022
C930,114.614,48.849,96.113,0.000,113.090,179.249,101.580
C931,114.346,51.015,95.722,0.000,111.147,179.092,101.137
C932,114.078,53.182,95.331,0.000,109.204,178.934,100.694
C933,113.810,55.349,94.940,0.000,107.260,178.777,100.252
C934,113.543,57.515,94.549,0.000,105.317,178.620,99.809
C935,113.275,59.682,94.158,0.000,103.374,178.463,99.366
C936,113.007,61.848,93.767,0.000,101.431,178.306,98.923
C937,112.740,64.015,93.376,0.000,99.488,178.149,98.481
C938,112.472,66.181,92.985,0.000,97.545,177.992,98.038
C939,112.204,68.348,92.594,0.000,95.602,177.835,97.701
C940,111.937,70.515,92.203,0.000,93.837,177.677,100.101
C941,111.669,72.681,91.812,0.000,94.501,177.520,102.500
C942,111.401,74.848,91.421,0.000,95.165,177.363,104.900
C943,111.242,77.014,91.031,0.000,95.829,177.206,107.299
C944,111.119,79.181,90.640,0.000,96.494,177.049,109.699
C945,110.996,81.347,90.249,0.000,97.158,176.892,110.821
C946,110.873,83.514,89.858,0.000,97.822,176.735,111.190
C947,110.750,85.681,89.467,0.000,98.486,176.578,111.558
C948,110.627,87.847,89.076,0.000,99.151,176.420,111.926
C949,110.504,90.014,88.685,0.000,99.815,176.263,112.295
C950,110.381,92.180,88.294,0.000,100.479,176.106,112.663
C951,110.258,94.347,87.903,0.000,101.143,175.949,113.032
C952,110.135,96.513,87.512,0.000,101.808,175.792,113.400
C953,110.013,98.680,87.121,0.000,102.472,175.635,113.768
C954,109.890,100.847,86.730,0.000,103.136,175.478,114.137
C955,109.767,103.013,86.452,0.000,103.800,175.321,114.505
C956,109.644,104.991,86.237,0.000,104.465,175.163,114.873
C957,109.521,104.477,86.022,0.000,105.129,175.006,115.242
C958,109.398,103.963,85.806,0.000,105.793,174.849,115.610
C959,109.466,103.449,85.591,0.000,106.457,174.692,115.979
C960,109.566,102.935,85.376,0.000,107.122,174.535,116.347
C961,109.666,102.421,85.160,0.000,107.786,174.378,116.715
C962,109.766,101.907,84.945,0.000,108.450,174.221,117.084
C963,109.866,101.392,84.730,0.000,109.114,174.063,117.452
C964,109.966,100.878,84.514,0.000,109.779,173.906,117.820
C965,110.066,100.364,84.299,0.000,110.443,173.749,118.189
C966,110.166,99.850,84.083,0.000,111.107,173.592,118.557
C967,110.266,99.336,83.868,0.000,111.771,173.435,118.926
C968,110.366,98.822,83.653,0.000,112.436,173.278,119.294
C969,110.466,98.308,83.437,0.000,113.100,173.121,119.662
C970,110.567,97.794,83.222,0.000,113.764,172.964,120.031
C971,110.667,97.280,83.007,0.000,114.428,172.806,120.399
C972,110.767,96.766,82.791,0.000,115.093,172.649,120.767
C973,110.867,96.252,82.576,0.000,115.757,172.492,120.136
C974,110.967,95.738,82.361,0.000,0.000,172.335,118.644
C975,111.067,95.224,82.145,0.000,0.000,172.178,117.151
C976,111.167,94.710,81.930,0.000,0.000,172.021,115.659
C977,111.267,94.196,81.715,0.000,0.000,171.864,114.166
C978,111.367,93.682,81.499,0.000,0.000,171.707,112.674
C979,111.467,93.167,81.284,0.000,0.000,171.549,111.181
C980,111.567,92.653,81.069,0.000,0.000,171.392,109.689
C981,111.667,92.139,80.853,0.000,0.000,171.235,108.196
C982,111.767,91.625,80.638,0.000,0.000,171.078,106.704
C983,111.867,91.111,80.423,0.000,0.000,170.921,105.419
C984,111.967,90.597,80.207,0.000,0.000,170.764,105.402
C985,112.067,90.083,79.992,0.000,0.000,170.607,105.384
C986,112.167,89.569,79.777,0.000,0.000,170.450,105.367
C987,112.267,89.055,79.561,0.000,0.000,170.171,105.350
C988,112.367,88.541,79.346,0.000,0.000,169.729,105.333
C989,112.467,88.027,79.131,0.000,0.000,169.287,105.316
C990,112.567,87.540,78.915,0.000,0.000,168.845,105.299
C991,112.667,87.300,78.700,0.000,0.000,168.403,105.282
C992,112.767,87.060,78.485,0.000,0.000,167.961,105.265
C993,112.867,86.819,78.269,0.000,0.000,167.520,105.248
C994,112.967,86.579,78.054,0.000,0.000,167.078,105.230
C995,113.067,86.338,77.838,0.000,0.000,166.636,105.213
C996,113.167,86.098,77.623,0.000,0.000,166.194,105.196
C997,113.267,85.858,77.408,0.000,0.000,165.752,105.179
C998,113.367,85.617,77.192,0.000,0.000,165.310,0.000
C999,113.468,85.377,76.977,0.000,0.000,164.868,0.000
C1000,113.568,85.137,76.762,0.000,0.000,164.426,0.000
C1001,113.668,84.896,76.546,0.000,0.000,163.984,0.000
C1002,113.768,84.656,76.331,0.000,0.000,163.542,0.000
C1003,113.868,84.415,76.116,0.000,0.000,163.100,0.000
C1004,113.968,84.175,75.900,0.000,0.000,162.658,0.000
C1005,114.068,83.935,75.685,0.000,0.000,162.216,0.000
C1006,114.168,83.694,75.470,0.000,0.000,161.774,0.000
C1007,114.268,83.454,75.254,0.000,0.000,161.332,0.000
C1008,114.368,83.214,75.039,0.000,0.000,160.890,0.000
C1009,114.468,82.973,74.824,0.000,0.000,160.449,0.000
C1010,114.568,82.733,74.608,0.000,0.000,160.007,0.000
C1011,114.668,82.492,74.393,0.000,0.000,0.000,0.000
C1012,114.768,82.252,74.178,0.000,0.000,0.000,0.000
C1013,114.868,82.012,73.962,0.000,0.000,0.000,0.000
C1014,114.968,81.771,73.747,0.000,0.000,0.000,0.000
C1015,115.068,81.531,0.000,0.000,0.000,0.000,0.000
C1016,115.168,81.291,0.000,0.000,0.000,0.000,0.000
C1017,115.268,81.050,0.000,0.000,0.000,0.000,0.000
C1018,115.368,80.810,0.000,0.000,0.000,0.000,0.000
C1019,115.468,80.569,0.000,0.000,0.000,0.000,0.000
C1020,115.568,80.329,0.000,0.000,0.000,0.000,0.000
C1021,115.668,80.178,0.000,0.000,0.000,0.000,0.000
C1022,115.768,80.325,0.000,0.000,0.000,0.000,0.000
C1023,115.868,80.472,0.000,0.000,0.000,0.000,0.000
C1024,115.968,80.619,0.000,0.000,0.000,0.000,0.000
C1025,116.068,80.766,0.000,0.000,0.000,0.000,0.000
C1026,116.168,80.913,0.000,0.000,0.000,0.000,0.000
C1027,116.268,81.060,0.000,0.000,0.000,0.000,0.000
C1028,116.369,81.207,0.000,0.000,0.000,0.000,0.000
C1029,116.469,81.354,0.000,0.000,0.000,0.000,0.000
C1030,116.569,81.501,0.000,0.000,0.000,0.000,0.000
C1031,116.669,81.648,0.000,0.000,0.000,0.000,0.000
C1032,116.769,81.795,0.000,0.000,0.000,0.000,0.000
C1033,116.869,81.942,0.000,0.000,0.000,0.000,0.000
C1034,116.969,82.089,0.000,0.000,0.000,0.000,0.000
C1035,117.069,82.236,0.000,0.000,0.000,0.000,0.000
C1036,117.169,82.383,0.000,0.000,0.000,0.000,0.000
C1037,117.269,82.530,0.000,0.000,0.000,0.000,0.000
C1038,117.044,82.677,0.000,0.000,0.000,0.000,0.000
C1039,116.441,82.824,0.000,0.000,0.000,0.000,0.000
C1040,115.838,82.971,0.000,0.000,0.000,0.000,0.000
C1041,115.235,83.118,0.000,0.000,0.000,0.000,0.000
C1042,114.631,83.265,0.000,0.000,0.000,0.000,0.000
C1043,114.028,83.412,0.000,0.000,0.000,0.000,0.000
C1044,113.425,83.559,0.000,0.000,0.000,0.000,0.000
C1045,112.822,83.706,0.000,0.000,0.000,0.000,0.000
C1046,112.219,83.853,0.000,0.000,0.000,0.000,0.000
C1047,111.616,84.000,0.000,0.000,0.000,0.000,0.000
C1048,111.013,84.147,0.000,0.000,0.000,0.000,0.000
C1049,110.410,84.294,0.000,0.000,0.000,0.000,0.000
C1050,109.807,84.441,0.000,0.000,0.000,0.000,0.000
C1051,109.204,84.588,0.000,0.000,0.000,0.000,0.000
C1052,108.601,84.735,0.000,0.000,0.000,0.000,0.000
C1053,107.997,84.882,0.000,0.000,0.000,0.000,0.000
C1054,107.394,85.029,0.000,0.000,0.000,0.000,0.000
C1055,106.791,85.176,0.000,0.000,0.000,0.000,0.000
C1056,106.188,85.323,0.000,0.000,0.000,0.000,0.000
C1057,105.585,85.470,0.000,0.000,0.000,0.000,0.000
C1058,104.982,85.617,0.000,0.000,0.000,0.000,0.000
C1059,104.379,85.764,0.000,0.000,0.000,0.000,0.000
C1060,103.776,85.911,0.000,0.000,0.000,0.000,0.000
C1061,103.173,86.058,0.000,0.000,0.000,0.000,0.000
C1062,102.570,86.204,0.000,0.000,0.000,0.000,0.000
C1063,101.967,86.351,0.000,0.000,0.000,0.000,0.000
C1064,101.363,86.498,0.000,0.000,0.000,0.000,0.000
C1065,100.760,86.645,0.000,0.000,0.000,0.000,0.000
C1066,100.157,86.792,0.000,0.000,0.000,0.000,0.000
C1067,99.554,86.939,0.000,0.000,0.000,0.000,0.000
C1068,98.951,87.086,0.000,0.000,0.000,0.000,0.000
C1069,98.348,87.233,0.000,0.000,0.000,0.000,0.000
C1070,97.745,87.380,0.000,0.000,0.000,0.000,0.000
C1071,97.142,87.527,0.000,0.000,0.000,0.000,0.000
C1072,96.539,87.674,0.000,0.000,0.000,0.000,0.000
C1073,95.936,87.821,0.000,0.000,0.000,0.000,0.000
C1074,95.333,87.968,0.000,0.000,0.000,0.000,0.000
C1075,94.730,88.115,0.000,0.000,0.000,0.000,0.000
C1076,94.126,88.262,0.000,0.000,0.000,0.000,0.000
C1077,93.523,88.409,0.000,0.000,0.000,0.000,0.000
C1078,92.920,88.556,0.000,0.000,0.000,0.000,0.000
C1079,92.317,88.703,0.000,0.000,0.000,0.000,0.000
C1080,91.714,88.850,0.000,0.000,0.000,0.000,0.000
C1081,91.111,88.997,0.000,0.000,0.000,0.000,0.000
C1082,90.508,89.144,0.000,0.000,0.000,0.000,0.000
C1083,89.905,89.291,0.000,0.000,0.000,0.000,0.000
C1084,89.302,89.438,0.000,0.000,0.000,0.000,0.000
C1085,88.699,89.585,0.000,0.000,0.000,0.000,0.000
C1086,88.096,89.732,0.000,0.000,0.000,0.000,0.000
C1087,87.492,89.879,0.000,0.000,0.000,0.000,0.000
C1088,86.889,90.026,0.000,0.000,0.000,0.000,0.000
C1089,86.286,90.173,0.000,0.000,0.000,0.000,0.000
C1090,85.683,90.320,0.000,0.000,0.000,0.000,0.000
C1091,85.080,90.467,0.000,0.000,0.000,0.000,0.000
C1092,84.477,90.614,0.000,0.000,0.000,0.000,0.000
C1093,83.874,90.761,0.000,0.000,0.000,0.000,0.000
C1094,83.271,90.908,0.000,0.000,0.000,0.000,0.000
C1095,82.668,91.055,0.000,0.000,0.000,0.000,0.000
C1096,82.065,91.202,0.000,0.000,0.000,0.000,0.000
C1097,81.462,91.349,0.000,0.000,0.000,0.000,0.000
C1098,80.858,91.496,0.000,0.000,0.000,0.000,0.000
C1099,80.255,91.643,0.000,0.000,0.000,0.000,0.000
C1100,79.652,91.790,0.000,0.000,0.000,0.000,0.000
C1101,79.049,91.937,0.000,0.000,0.000,0.000,0.000
C1102,78.689,92.084,0.000,0.000,0.000,0.000,0.000
C1103,79.190,92.231,0.000,0.000,0.000,0.000,0.000
C1104,79.691,92.378,0.000,0.000,0.000,0.000,0.000
C1105,79.813,92.525,0.000,0.000,0.000,0.000,0.000
C1106,79.912,92.672,0.000,0.000,0.000,0.000,0.000
C1107,80.011,92.819,0.000,0.000,0.000,0.000,0.000
C1108,80.110,0.000,0.000,0.000,0.000,0.000,0.000
C1109,80.210,0.000,0.000,0.000,0.000,0.000,0.000
C1110,80.309,0.000,0.000,0.000,0.000,0.000,0.000
C1111,80.408,0.000,0.000,0.000,0.000,0.000,0.000
C1112,80.507,0.000,0.000,0.000,0.000,0.000,0.000
C1113,80.606,0.000,0.000,0.000,0.000,0.000,0.000
C1114,80.705,0.000,0.000,0.000,0.000,0.000,0.000
C1115,80.804,0.000,0.000,0.000,0.000,0.000,0.000
C1116,80.903,0.000,0.000,0.000,0.000,0.000,0.000
C1117,81.002,0.000,0.000,0.000,0.000,0.000,0.000
C1118,81.101,0.000,0.000,0.000,0.000,0.000,0.000
C1119,81.200,0.000,0.000,0.000,0.000,0.000,0.000
C1120,81.299,0.000,0.000,0.000,0.000,0.000,0.000
C1121,81.398,0.000,0.000,0.000,0.000,0.000,0.000
C1122,81.498,0.000,0.000,0.000,0.000,0.000,0.000
C1123,81.597,0.000,0.000,0.000,0.000,0.000,0.000
C1124,81.696,0.000,0.000,0.000,0.000,0.000,0.000
C1125,81.795,0.000,0.000,0.000,0.000,0.000,0.000
C1126,81.894,0.000,0.000,0.000,0.000,0.000,0.000
C1127,81.993,0.000,0.000,0.000,0.000,0.000,0.000
C1128,82.092,0.000,0.000,0.000,0.000,0.000,0.000
C1129,82.191,0.000,0.000,0.000,0.000,0.000,0.000
C1130,82.290,0.000,0.000,0.000,0.000,0.000,0.000
C1131,82.389,0.000,0.000,0.000,0.000,0.000,0.000
C1132,82.488,0.000,0.000,0.000,0.000,0.000,0.000
C1133,82.587,0.000,0.000,0.000,0.000,0.000,0.000
C1134,82.686,0.000,0.000,0.000,0.000,0.000,0.000
C1135,82.786,0.000,0.000,0.000,0.000,0.000,0.000
C1136,82.885,0.000,0.000,0.000,0.000,0.000,0.000
C1137,82.984,0.000,0.000,0.000,0.000,0.000,0.000
C1138,83.083,0.000,0.000,0.000,0.000,0.000,0.000
C1139,83.182,0.000,0.000,0.000,0.000,0.000,0.000
C1140,83.281,0.000,0.000,0.000,0.000,0.000,0.000
C1141,83.380,0.000,0.000,0.000,0.000,0.000,0.000
C1142,83.479,0.000,0.000,0.000,0.000,0.000,0.000
C1143,83.578,0.000,0.000,0.000,0.000,0.000,0.000
C1144,83.677,0.000,0.000,0.000,0.000,0.000,0.000
C1145,83.776,0.000,0.000,0.000,0.000,0.000,0.000
C1146,83.875,0.000,0.000,0.000,0.000,0.000,0.000
C1147,83.974,0.000,0.000,0.000,0.000,0.000,0.000
C1148,84.073,0.000,0.000,0.000,0.000,0.000,0.000
C1149,84.173,0.000,0.000,0.000,0.000,0.000,0.000
C1150,84.272,0.000,0.000,0.000,0.000,0.000,0.000
C1151,84.371,0.000,0.000,0.000,0.000,0.000,0.000
C1152,84.470,0.000,0.000,0.000,0.000,0.000,0.000
C1153,84.569,0.000,0.000,0.000,0.000,0.000,0.000
C1154,84.668,0.000,0.000,0.000,0.000,0.000,0.000
C1155,84.767,0.000,0.000,0.000,0.000,0.000,0.000
C1156,84.866,0.000,0.000,0.000,0.000,0.000,0.000
C1157,84.965,0.000,0.000,0.000,0.000,0.000,0.000
C1158,85.064,0.000,0.000,0.000,0.000,0.000,0.000
C1159,85.163,0.000,0.000,0.000,0.000,0.000,0.000
C1160,85.262,0.000,0.000,0.000,0.000,0.000,0.000
C1161,85.361,0.000,0.000,0.000,0.000,0.000,0.000
C1162,85.461,0.000,0.000,0.000,0.000,0.000,0.000
C1163,85.560,0.000,0.000,0.000,0.000,0.000,0.000
C1164,85.659,0.000,0.000,0.000,0.000,0.000,0.000
C1165,85.758,0.000,0.000,0.000,0.000,0.000,0.000
C1166,85.857,0.000,0.000,0.000,0.000,0.000,0.000
C1167,85.956,0.000,0.000,0.000,0.000,0.000,0.000
C1168,86.055,0.000,0.000,0.000,0.000,0.000,0.000
C1169,86.154,0.000,0.000,0.000,0.000,0.000,0.000
C1170,86.253,0.000,0.000,0.000,0.000,0.000,0.000
C1171,86.352,0.000,0.000,0.000,0.000,0.000,0.000
C1172,86.451,0.000,0.000,0.000,0.000,0.000,0.000
C1173,86.550,0.000,0.000,0.000,0.000,0.000,0.000
C1174,86.649,0.000,0.000,0.000,0.000,0.000,0.000
C1175,86.748,0.000,0.000,0.000,0.000,0.000,0.000
C1176,86.848,0.000,0.000,0.000,0.000,0.000,0.000
C1177,86.947,0.000,0.000,0.000,0.000,0.000,0.000
C1178,87.046,0.000,0.000,0.000,0.000,0.000,0.000
C1179,87.145,0.000,0.000,0.000,0.000,0.000,0.000
C1180,87.306,0.000,0.000,0.000,0.000,0.000,0.000
C1181,87.485,0.000,0.000,0.000,0.000,0.000,0.000
C1182,87.665,0.000,0.000,0.000,0.000,0.000,0.000
C1183,87.845,0.000,0.000,0.000,0.000,0.000,0.000
C1184,87.968,0.000,0.000,0.000,0.000,0.000,0.000
C1185,87.930,0.000,0.000,0.000,0.000,0.000,0.000
C1186,87.891,0.000,0.000,0.000,0.000,0.000,0.000
C1187,87.853,0.000,0.000,0.000,0.000,0.000,0.000
C1188,87.815,0.000,0.000,0.000,0.000,0.000,0.000
C1189,87.777,0.000,0.000,0.000,0.000,0.000,0.000
C1190,87.739,0.000,0.000,0.000,0.000,0.000,0.000
C1191,87.700,0.000,0.000,0.000,0.000,0.000,0.000
C1192,87.662,0.000,0.000,0.000,0.000,0.000,0.000
C1193,87.624,0.000,0.000,0.000,0.000,0.000,0.000
C1194,87.586,0.000,0.000,0.000,0.000,0.000,0.000
C1195,87.547,0.000,0.000,0.000,0.000,0.000,0.000
C1196,87.509,0.000,0.000,0.000,0.000,0.000,0.000
C1197,87.471,0.000,0.000,0.000,0.000,0.000,0.000
C1198,87.433,0.000,0.000,0.000,0.000,0.000,0.000
C1199,87.395,0.000,0.000,0.000,0.000,0.000,0.000
C1200,87.356,0.000,0.000,0.000,0.000,0.000,0.000
C1201,87.318,0.000,0.000,0.000,0.000,0.000,0.000
C1202,87.280,0.000,0.000,0.000,0.000,0.000,0.000
C1203,87.242,0.000,0.000,0.000,0.000,0.000,0.000
C1204,87.203,0.000,0.000,0.000,0.000,0.000,0.000
C1205,87.165,0.000,0.000,0.000,0.000,0.000,0.000
C1206,87.127,0.000,0.000,0.000,0.000,0.000,0.000
C1207,87.089,0.000,0.000,0.000,0.000,0.000,0.000
C1208,87.051,0.000,0.000,0.000,0.000,0.000,0.000
C1209,87.012,0.000,0.000,0.000,0.000,0.000,0.000
C1210,86.974,0.000,0.000,0.000,0.000,0.000,0.000
C1211,86.936,0.000,0.000,0.000,0.000,0.000,0.000
C1212,86.898,0.000,0.000,0.000,0.000,0.000,0.000
C1213,86.859,0.000,0.000,0.000,0.000,0.000,0.000
C1214,86.821,0.000,0.000,0.000,0.000,0.000,0.000
C1215,86.783,0.000,0.000,0.000,0.000,0.000,0.000
C1216,86.745,0.000,0.000,0.000,0.000,0.000,0.000
C1217,86.706,0.000,0.000,0.000,0.000,0.000,0.000
C1218,86.668,0.000,0.000,0.000,0.000,0.000,0.000
C1219,86.630,0.000,0.000,0.000,0.000,0.000,0.000
C1220,86.592,0.000,0.000,0.000,0.000,0.000,0.000
C1221,86.554,0.000,0.000,0.000,0.000,0.000,0.000
C1222,86.515,0.000,0.000,0.000,0.000,0.000,0.000
C1223,86.477,0.000,0.000,0.000,0.000,0.000,0.000
C1224,86.439,0.000,0.000,0.000,0.000,0.000,0.000
C1225,86.401,0.000,0.000,0.000,0.000,0.000,0.000
C1226,86.362,0.000,0.000,0.000,0.000,0.000,0.000
C1227,86.324,0.000,0.000,0.000,0.000,0.000,0.000
C1228,86.286,0.000,0.000,0.000,0.000,0.000,0.000
